pair_a,pair_b,sector,tick_minutes,model,pair_selection,position_policy,cointegration_policy,exec_delay_ticks,param_grid_size,sharpe,committed_return_annual,invested_return_annual,num_trades,hit_rate,max_drawdown,avg_holding_minutes
HDFCBANK,ICICIBANK,Financials,15,Preferred,Random,EOD_Flat,SkipCheck,0,16,1.16,0.2459,0.2434,32,0.518,0.05,21.5
HDFCBANK,ICICIBANK,Financials,15,Preferred,Random,EOD_Flat,SkipCheck,1,16,0.83,0.1142,0.0873,82,0.611,0.114,27.5
HDFCBANK,ICICIBANK,Financials,30,Classical,Ranked,Carry,RollingCheck,0,16,0.96,0.1399,0.1392,51,0.479,0.109,16.5
HDFCBANK,ICICIBANK,Financials,30,Classical,Ranked,Carry,RollingCheck,1,16,0.7,0.0712,0.0511,62,0.5,0.133,26.0
HDFCBANK,ICICIBANK,Financials,30,Classical,Ranked,Carry,SkipCheck,0,16,1.09,0.1355,0.1162,44,0.49,0.116,24.9
HDFCBANK,ICICIBANK,Financials,30,Classical,Ranked,Carry,SkipCheck,1,16,0.65,0.0729,0.0601,68,0.538,0.103,7.0
HDFCBANK,ICICIBANK,Financials,30,Classical,Ranked,EOD_Flat,RollingCheck,0,16,0.85,0.1418,0.122,45,0.498,0.061,30.3
HDFCBANK,ICICIBANK,Financials,30,Classical,Ranked,EOD_Flat,RollingCheck,1,16,0.51,0.0768,0.0612,57,0.586,0.079,11.9
HDFCBANK,ICICIBANK,Financials,30,Classical,Ranked,EOD_Flat,SkipCheck,0,16,1.1,0.1537,0.1487,77,0.444,0.072,18.0
HDFCBANK,ICICIBANK,Financials,30,Classical,Ranked,EOD_Flat,SkipCheck,1,16,0.66,0.1236,0.1102,71,0.515,0.159,27.8
HDFCBANK,ICICIBANK,Financials,30,Classical,Random,Carry,RollingCheck,0,16,0.65,0.0774,0.0577,61,0.586,0.113,20.5
HDFCBANK,ICICIBANK,Financials,30,Classical,Random,Carry,RollingCheck,1,16,0.48,0.0464,0.0335,39,0.451,0.156,16.7
HDFCBANK,ICICIBANK,Financials,30,Classical,Random,Carry,SkipCheck,0,16,0.6,0.1461,0.1099,64,0.465,0.097,24.4
HDFCBANK,ICICIBANK,Financials,30,Classical,Random,Carry,SkipCheck,1,16,0.55,0.1173,0.0956,55,0.487,0.16,22.8
HDFCBANK,ICICIBANK,Financials,30,Classical,Random,EOD_Flat,RollingCheck,0,16,0.65,0.145,0.1033,81,0.59,0.142,23.0
HDFCBANK,ICICIBANK,Financials,30,Classical,Random,EOD_Flat,RollingCheck,1,16,0.33,0.0588,0.0471,44,0.402,0.182,14.5
HDFCBANK,ICICIBANK,Financials,30,Classical,Random,EOD_Flat,SkipCheck,0,16,0.63,0.1017,0.0982,39,0.546,0.129,21.3
HDFCBANK,ICICIBANK,Financials,30,Classical,Random,EOD_Flat,SkipCheck,1,16,0.54,0.0416,0.0349,67,0.537,0.14,25.9
HDFCBANK,ICICIBANK,Financials,30,Preferred,Ranked,Carry,RollingCheck,0,16,1.47,0.2311,0.23,58,0.546,0.144,22.9
HDFCBANK,ICICIBANK,Financials,30,Preferred,Ranked,Carry,RollingCheck,1,16,1.02,0.1172,0.1116,64,0.635,0.127,33.0
HDFCBANK,ICICIBANK,Financials,30,Preferred,Ranked,Carry,SkipCheck,0,16,1.56,0.2472,0.2241,64,0.595,0.101,22.4
HDFCBANK,ICICIBANK,Financials,30,Preferred,Ranked,Carry,SkipCheck,1,16,1.02,0.1794,0.1389,56,0.507,0.103,22.9
HDFCBANK,ICICIBANK,Financials,30,Preferred,Ranked,EOD_Flat,RollingCheck,0,16,1.57,0.2618,0.2317,52,0.494,0.128,27.3
HDFCBANK,ICICIBANK,Financials,30,Preferred,Ranked,EOD_Flat,RollingCheck,1,16,0.84,0.1168,0.087,70,0.531,0.172,18.0
HDFCBANK,ICICIBANK,Financials,30,Preferred,Ranked,EOD_Flat,SkipCheck,0,16,1.47,0.308,0.2518,85,0.512,0.155,17.1
HDFCBANK,ICICIBANK,Financials,30,Preferred,Ranked,EOD_Flat,SkipCheck,1,16,1.03,0.1429,0.1207,51,0.559,0.166,30.0
HDFCBANK,ICICIBANK,Financials,30,Preferred,Random,Carry,RollingCheck,0,16,1.36,0.2563,0.2314,50,0.591,0.12,26.6
HDFCBANK,ICICIBANK,Financials,30,Preferred,Random,Carry,RollingCheck,1,16,0.92,0.1125,0.1027,61,0.624,0.086,19.0
HDFCBANK,ICICIBANK,Financials,30,Preferred,Random,Carry,SkipCheck,0,16,1.13,0.194,0.141,67,0.482,0.126,22.9
HDFCBANK,ICICIBANK,Financials,30,Preferred,Random,Carry,SkipCheck,1,16,1.03,0.1177,0.1101,56,0.502,0.109,25.4
HDFCBANK,ICICIBANK,Financials,30,Preferred,Random,EOD_Flat,RollingCheck,0,16,1.29,0.2463,0.186,38,0.491,0.104,23.9
HDFCBANK,ICICIBANK,Financials,30,Preferred,Random,EOD_Flat,RollingCheck,1,16,0.58,0.1251,0.1229,53,0.47,0.135,17.3
HDFCBANK,ICICIBANK,Financials,30,Preferred,Random,EOD_Flat,SkipCheck,0,16,1.03,0.1438,0.1064,63,0.531,0.05,19.2
HDFCBANK,ICICIBANK,Financials,30,Preferred,Random,EOD_Flat,SkipCheck,1,16,0.9,0.1613,0.1206,45,0.565,0.143,26.1
HDFCBANK,ICICIBANK,Financials,60,Classical,Ranked,Carry,RollingCheck,0,16,0.94,0.1339,0.1042,65,0.489,0.095,40.4
HDFCBANK,ICICIBANK,Financials,60,Classical,Ranked,Carry,RollingCheck,1,16,0.63,0.127,0.1185,59,0.463,0.05,49.4
HDFCBANK,ICICIBANK,Financials,60,Classical,Ranked,Carry,SkipCheck,0,16,1.07,0.1616,0.1141,63,0.504,0.141,45.5
HDFCBANK,ICICIBANK,Financials,60,Classical,Ranked,Carry,SkipCheck,1,16,0.69,0.0799,0.0622,71,0.437,0.129,38.2
HDFCBANK,ICICIBANK,Financials,60,Classical,Ranked,EOD_Flat,RollingCheck,0,16,0.95,0.1189,0.105,47,0.484,0.107,42.3
HDFCBANK,ICICIBANK,Financials,60,Classical,Ranked,EOD_Flat,RollingCheck,1,16,0.69,0.0545,0.0473,44,0.503,0.133,48.5
HDFCBANK,ICICIBANK,Financials,60,Classical,Ranked,EOD_Flat,SkipCheck,0,16,0.97,0.139,0.12,58,0.459,0.082,44.7
HDFCBANK,ICICIBANK,Financials,60,Classical,Ranked,EOD_Flat,SkipCheck,1,16,0.62,0.1463,0.1205,69,0.603,0.121,41.4
HDFCBANK,ICICIBANK,Financials,60,Classical,Random,Carry,RollingCheck,0,16,0.63,0.1312,0.0939,50,0.53,0.099,42.4
HDFCBANK,ICICIBANK,Financials,60,Classical,Random,Carry,RollingCheck,1,16,0.57,0.0269,0.0231,64,0.487,0.111,37.2
HDFCBANK,ICICIBANK,Financials,60,Classical,Random,Carry,SkipCheck,0,16,0.79,0.1177,0.1014,45,0.5,0.151,47.5
HDFCBANK,ICICIBANK,Financials,60,Classical,Random,Carry,SkipCheck,1,16,0.62,0.051,0.0504,61,0.428,0.148,41.7
HDFCBANK,ICICIBANK,Financials,60,Classical,Random,EOD_Flat,RollingCheck,0,16,0.79,0.1024,0.0962,71,0.49,0.083,45.6
HDFCBANK,ICICIBANK,Financials,60,Classical,Random,EOD_Flat,RollingCheck,1,16,0.52,0.0577,0.0459,54,0.48,0.091,47.1
HDFCBANK,ICICIBANK,Financials,60,Classical,Random,EOD_Flat,SkipCheck,0,16,0.86,0.068,0.0493,62,0.512,0.136,45.0
HDFCBANK,ICICIBANK,Financials,60,Classical,Random,EOD_Flat,SkipCheck,1,16,0.48,0.0546,0.0492,44,0.521,0.114,49.9
HDFCBANK,ICICIBANK,Financials,60,Preferred,Ranked,Carry,RollingCheck,0,16,1.57,0.3377,0.3093,47,0.58,0.128,46.5
HDFCBANK,ICICIBANK,Financials,60,Preferred,Ranked,Carry,RollingCheck,1,16,1.2,0.1625,0.1291,79,0.544,0.056,42.0
HDFCBANK,ICICIBANK,Financials,60,Preferred,Ranked,Carry,SkipCheck,0,16,1.63,0.2893,0.2316,68,0.508,0.103,42.9
HDFCBANK,ICICIBANK,Financials,60,Preferred,Ranked,Carry,SkipCheck,1,16,0.98,0.1091,0.1009,78,0.626,0.15,42.8
HDFCBANK,ICICIBANK,Financials,60,Preferred,Ranked,EOD_Flat,RollingCheck,0,16,1.44,0.2393,0.213,65,0.51,0.156,39.4
HDFCBANK,ICICIBANK,Financials,60,Preferred,Ranked,EOD_Flat,RollingCheck,1,16,0.94,0.1557,0.1481,73,0.483,0.124,54.7
HDFCBANK,ICICIBANK,Financials,60,Preferred,Ranked,EOD_Flat,SkipCheck,0,16,1.35,0.2497,0.1773,75,0.484,0.142,48.3
HDFCBANK,ICICIBANK,Financials,60,Preferred,Ranked,EOD_Flat,SkipCheck,1,16,0.89,0.183,0.1779,70,0.645,0.116,40.1
HDFCBANK,ICICIBANK,Financials,60,Preferred,Random,Carry,RollingCheck,0,16,1.26,0.2064,0.1783,63,0.547,0.114,40.3
HDFCBANK,ICICIBANK,Financials,60,Preferred,Random,Carry,RollingCheck,1,16,0.78,0.1347,0.1289,67,0.537,0.142,48.1
HDFCBANK,ICICIBANK,Financials,60,Preferred,Random,Carry,SkipCheck,0,16,1.11,0.2726,0.2586,69,0.531,0.13,41.8
HDFCBANK,ICICIBANK,Financials,60,Preferred,Random,Carry,SkipCheck,1,16,0.75,0.1428,0.1103,59,0.535,0.144,36.9
HDFCBANK,ICICIBANK,Financials,60,Preferred,Random,EOD_Flat,RollingCheck,0,16,0.99,0.158,0.1458,66,0.595,0.147,46.1
HDFCBANK,ICICIBANK,Financials,60,Preferred,Random,EOD_Flat,RollingCheck,1,16,0.84,0.0905,0.0643,61,0.608,0.092,46.2
HDFCBANK,ICICIBANK,Financials,60,Preferred,Random,EOD_Flat,SkipCheck,0,16,1.25,0.235,0.2265,69,0.684,0.066,41.6
HDFCBANK,ICICIBANK,Financials,60,Preferred,Random,EOD_Flat,SkipCheck,1,16,0.95,0.1174,0.1034,57,0.598,0.168,51.6
INFY,TCS,IT,5,Classical,Ranked,Carry,RollingCheck,0,16,1.11,0.1923,0.1483,165,0.502,0.112,8.0
INFY,TCS,IT,5,Classical,Ranked,Carry,RollingCheck,1,16,0.71,0.1143,0.1006,180,0.585,0.101,21.0
INFY,TCS,IT,5,Classical,Ranked,Carry,SkipCheck,0,16,0.93,0.1604,0.135,176,0.397,0.134,13.8
INFY,TCS,IT,5,Classical,Ranked,Carry,SkipCheck,1,16,0.61,0.1079,0.0923,175,0.462,0.13,26.7
INFY,TCS,IT,5,Classical,Ranked,EOD_Flat,RollingCheck,0,16,0.71,0.1535,0.1503,168,0.49,0.093,21.3
INFY,TCS,IT,5,Classical,Ranked,EOD_Flat,RollingCheck,1,16,0.64,0.0331,0.0319,208,0.497,0.099,12.4
INFY,TCS,IT,5,Classical,Ranked,EOD_Flat,SkipCheck,0,16,0.77,0.1325,0.1288,191,0.577,0.148,17.3
INFY,TCS,IT,5,Classical,Ranked,EOD_Flat,SkipCheck,1,16,0.68,0.0976,0.0884,175,0.455,0.055,16.4
INFY,TCS,IT,5,Classical,Random,Carry,RollingCheck,0,16,0.63,0.0904,0.0836,187,0.492,0.157,25.8
INFY,TCS,IT,5,Classical,Random,Carry,RollingCheck,1,16,0.57,0.028,0.0197,190,0.512,0.149,21.4
INFY,TCS,IT,5,Classical,Random,Carry,SkipCheck,0,16,0.64,0.1608,0.1561,180,0.463,0.069,16.8
INFY,TCS,IT,5,Classical,Random,Carry,SkipCheck,1,16,0.76,0.0834,0.0595,182,0.449,0.158,15.7
INFY,TCS,IT,5,Classical,Random,EOD_Flat,RollingCheck,0,16,0.7,0.1128,0.1024,207,0.463,0.092,14.5
INFY,TCS,IT,5,Classical,Random,EOD_Flat,RollingCheck,1,16,0.39,0.111,0.1043,184,0.513,0.116,24.1
INFY,TCS,IT,5,Classical,Random,EOD_Flat,SkipCheck,0,16,0.73,0.0775,0.0629,203,0.539,0.09,27.4
INFY,TCS,IT,5,Classical,Random,EOD_Flat,SkipCheck,1,16,0.43,0.0496,0.0368,175,0.539,0.159,27.0
INFY,TCS,IT,5,Preferred,Ranked,Carry,RollingCheck,0,16,1.39,0.2837,0.2335,196,0.491,0.071,26.4
INFY,TCS,IT,5,Preferred,Ranked,Carry,RollingCheck,1,16,1.2,0.1681,0.1248,172,0.549,0.136,20.0
INFY,TCS,IT,5,Preferred,Ranked,Carry,SkipCheck,0,16,1.46,0.3167,0.2246,163,0.532,0.066,18.2
INFY,TCS,IT,5,Preferred,Ranked,Carry,SkipCheck,1,16,1.04,0.2069,0.1999,197,0.568,0.117,22.2
INFY,TCS,IT,5,Preferred,Ranked,EOD_Flat,RollingCheck,0,16,1.24,0.2362,0.2037,182,0.491,0.167,21.3
INFY,TCS,IT,5,Preferred,Ranked,EOD_Flat,RollingCheck,1,16,0.96,0.2068,0.1635,168,0.519,0.115,17.6
INFY,TCS,IT,5,Preferred,Ranked,EOD_Flat,SkipCheck,0,16,1.25,0.3224,0.2819,177,0.495,0.114,31.7
INFY,TCS,IT,5,Preferred,Ranked,EOD_Flat,SkipCheck,1,16,1.04,0.215,0.1872,161,0.575,0.106,19.5
INFY,TCS,IT,5,Preferred,Random,Carry,RollingCheck,0,16,1.41,0.1949,0.1498,183,0.638,0.109,21.4
INFY,TCS,IT,5,Preferred,Random,Carry,RollingCheck,1,16,0.74,0.1782,0.1716,185,0.549,0.154,19.7
INFY,TCS,IT,5,Preferred,Random,Carry,SkipCheck,0,16,1.02,0.3079,0.2419,189,0.514,0.127,7.9
INFY,TCS,IT,5,Preferred,Random,Carry,SkipCheck,1,16,1.11,0.1619,0.1554,179,0.564,0.136,23.2
INFY,TCS,IT,5,Preferred,Random,EOD_Flat,RollingCheck,0,16,1.16,0.2227,0.1693,197,0.54,0.116,25.0
INFY,TCS,IT,5,Preferred,Random,EOD_Flat,RollingCheck,1,16,1.0,0.1458,0.1425,179,0.531,0.154,24.7
INFY,TCS,IT,5,Preferred,Random,EOD_Flat,SkipCheck,0,16,1.07,0.2622,0.2071,197,0.523,0.093,16.6
INFY,TCS,IT,5,Preferred,Random,EOD_Flat,SkipCheck,1,16,0.75,0.1837,0.1294,190,0.576,0.101,22.2
INFY,TCS,IT,15,Classical,Ranked,Carry,RollingCheck,0,16,1.03,0.1726,0.1549,68,0.522,0.097,21.1
INFY,TCS,IT,15,Classical,Ranked,Carry,RollingCheck,1,16,0.58,0.0893,0.0734,49,0.493,0.096,18.5
INFY,TCS,IT,15,Classical,Ranked,Carry,SkipCheck,0,16,0.81,0.1864,0.1348,81,0.5,0.115,20.4
INFY,TCS,IT,15,Classical,Ranked,Carry,SkipCheck,1,16,0.68,0.0867,0.0684,48,0.453,0.145,19.0
INFY,TCS,IT,15,Classical,Ranked,EOD_Flat,RollingCheck,0,16,0.87,0.0699,0.0537,61,0.501,0.07,26.0
INFY,TCS,IT,15,Classical,Ranked,EOD_Flat,RollingCheck,1,16,0.54,0.0881,0.0851,14,0.509,0.174,26.2
INFY,TCS,IT,15,Classical,Ranked,EOD_Flat,SkipCheck,0,16,0.97,0.1453,0.1122,72,0.528,0.127,26.8
INFY,TCS,IT,15,Classical,Ranked,EOD_Flat,SkipCheck,1,16,0.55,0.098,0.0914,59,0.412,0.099,18.0
INFY,TCS,IT,15,Classical,Random,Carry,RollingCheck,0,16,0.6,0.1046,0.0967,50,0.501,0.149,14.8
INFY,TCS,IT,15,Classical,Random,Carry,RollingCheck,1,16,0.37,0.0938,0.0685,39,0.459,0.106,24.4
INFY,TCS,IT,15,Classical,Random,Carry,SkipCheck,0,16,0.73,0.1358,0.1127,56,0.538,0.118,29.9
INFY,TCS,IT,15,Classical,Random,Carry,SkipCheck,1,16,0.65,0.0382,0.0348,74,0.562,0.123,21.0
INFY,TCS,IT,15,Classical,Random,EOD_Flat,RollingCheck,0,16,0.54,0.0705,0.0659,53,0.507,0.132,19.4
INFY,TCS,IT,15,Classical,Random,EOD_Flat,RollingCheck,1,16,0.14,0.0485,0.0406,51,0.439,0.105,19.3
INFY,TCS,IT,15,Classical,Random,EOD_Flat,SkipCheck,0,16,0.6,0.1536,0.1454,54,0.524,0.109,30.5
INFY,TCS,IT,15,Classical,Random,EOD_Flat,SkipCheck,1,16,0.43,0.077,0.0695,36,0.541,0.131,15.5
INFY,TCS,IT,15,Preferred,Ranked,Carry,RollingCheck,0,16,1.36,0.3038,0.2714,83,0.512,0.126,19.3
INFY,TCS,IT,15,Preferred,Ranked,Carry,RollingCheck,1,16,0.93,0.1196,0.0858,60,0.5,0.142,17.4
INFY,TCS,IT,15,Preferred,Ranked,Carry,SkipCheck,0,16,1.48,0.2702,0.2291,71,0.43,0.118,20.1
INFY,TCS,IT,15,Preferred,Ranked,Carry,SkipCheck,1,16,1.1,0.1787,0.153,42,0.606,0.141,23.6
INFY,TCS,IT,15,Preferred,Ranked,EOD_Flat,RollingCheck,0,16,1.44,0.2506,0.1849,56,0.56,0.149,16.3
INFY,TCS,IT,15,Preferred,Ranked,EOD_Flat,RollingCheck,1,16,0.76,0.1577,0.128,62,0.553,0.125,21.2
INFY,TCS,IT,15,Preferred,Ranked,EOD_Flat,SkipCheck,0,16,1.43,0.3247,0.2661,54,0.541,0.098,16.0
INFY,TCS,IT,15,Preferred,Ranked,EOD_Flat,SkipCheck,1,16,1.18,0.1648,0.1388,60,0.562,0.082,16.9
INFY,TCS,IT,15,Preferred,Random,Carry,RollingCheck,0,16,1.11,0.2105,0.1866,65,0.621,0.13,18.2
INFY,TCS,IT,15,Preferred,Random,Carry,RollingCheck,1,16,0.68,0.1793,0.1618,47,0.487,0.113,22.3
INFY,TCS,IT,15,Preferred,Random,Carry,SkipCheck,0,16,1.3,0.2477,0.226,43,0.542,0.121,22.9
INFY,TCS,IT,15,Preferred,Random,Carry,SkipCheck,1,16,0.84,0.1012,0.0915,57,0.532,0.115,26.9
INFY,TCS,IT,15,Preferred,Random,EOD_Flat,RollingCheck,0,16,0.88,0.246,0.1754,56,0.488,0.133,21.9
INFY,TCS,IT,15,Preferred,Random,EOD_Flat,RollingCheck,1,16,0.77,0.13,0.1011,90,0.482,0.126,16.7
INFY,TCS,IT,15,Preferred,Random,EOD_Flat,SkipCheck,0,16,1.19,0.2306,0.2138,58,0.488,0.091,24.2
INFY,TCS,IT,15,Preferred,Random,EOD_Flat,SkipCheck,1,16,0.94,0.1733,0.1297,82,0.568,0.111,20.0
INFY,TCS,IT,30,Classical,Ranked,Carry,RollingCheck,0,16,0.82,0.1681,0.1339,67,0.536,0.115,15.6
INFY,TCS,IT,30,Classical,Ranked,Carry,RollingCheck,1,16,0.66,0.0754,0.0678,54,0.468,0.142,19.1
INFY,TCS,IT,30,Classical,Ranked,Carry,SkipCheck,0,16,0.94,0.2196,0.1796,63,0.508,0.123,22.9
INFY,TCS,IT,30,Classical,Ranked,Carry,SkipCheck,1,16,0.82,0.0902,0.07,30,0.545,0.084,23.7
INFY,TCS,IT,30,Classical,Ranked,EOD_Flat,RollingCheck,0,16,0.9,0.1014,0.0777,63,0.491,0.074,29.9
INFY,TCS,IT,30,Classical,Ranked,EOD_Flat,RollingCheck,1,16,0.68,0.157,0.1457,46,0.433,0.114,24.6
INFY,TCS,IT,30,Classical,Ranked,EOD_Flat,SkipCheck,0,16,0.94,0.2053,0.1744,66,0.434,0.103,14.9
INFY,TCS,IT,30,Classical,Ranked,EOD_Flat,SkipCheck,1,16,0.63,0.1093,0.0789,20,0.51,0.133,22.0
INFY,TCS,IT,30,Classical,Random,Carry,RollingCheck,0,16,0.77,0.0679,0.0632,45,0.521,0.123,25.3
INFY,TCS,IT,30,Classical,Random,Carry,RollingCheck,1,16,0.4,0.01,0.0071,65,0.476,0.1,20.2
INFY,TCS,IT,30,Classical,Random,Carry,SkipCheck,0,16,0.59,0.0974,0.0749,78,0.541,0.112,25.7
INFY,TCS,IT,30,Classical,Random,Carry,SkipCheck,1,16,0.38,0.0421,0.0384,53,0.523,0.144,18.7
INFY,TCS,IT,30,Classical,Random,EOD_Flat,RollingCheck,0,16,0.54,0.1227,0.1076,51,0.511,0.174,21.9
INFY,TCS,IT,30,Classical,Random,EOD_Flat,RollingCheck,1,16,0.47,0.0309,0.0271,69,0.425,0.152,15.0
INFY,TCS,IT,30,Classical,Random,EOD_Flat,SkipCheck,0,16,0.61,0.1175,0.1004,25,0.508,0.152,25.0
INFY,TCS,IT,30,Classical,Random,EOD_Flat,SkipCheck,1,16,0.54,0.0638,0.0579,69,0.521,0.145,16.9
INFY,TCS,IT,30,Preferred,Ranked,Carry,RollingCheck,0,16,1.39,0.237,0.1898,75,0.597,0.139,20.4
INFY,TCS,IT,30,Preferred,Ranked,Carry,RollingCheck,1,16,0.78,0.1598,0.1196,70,0.592,0.111,19.6
INFY,TCS,IT,30,Preferred,Ranked,Carry,SkipCheck,0,16,1.35,0.2893,0.2637,62,0.616,0.175,20.2
INFY,TCS,IT,30,Preferred,Ranked,Carry,SkipCheck,1,16,1.03,0.1881,0.1768,27,0.605,0.106,15.7
INFY,TCS,IT,30,Preferred,Ranked,EOD_Flat,RollingCheck,0,16,1.47,0.2382,0.2148,50,0.589,0.153,29.7
INFY,TCS,IT,30,Preferred,Ranked,EOD_Flat,RollingCheck,1,16,0.99,0.1308,0.1029,44,0.482,0.074,25.6
INFY,TCS,IT,30,Preferred,Ranked,EOD_Flat,SkipCheck,0,16,1.39,0.326,0.2349,49,0.597,0.174,16.7
INFY,TCS,IT,30,Preferred,Ranked,EOD_Flat,SkipCheck,1,16,0.97,0.1631,0.1325,62,0.575,0.154,27.2
INFY,TCS,IT,30,Preferred,Random,Carry,RollingCheck,0,16,1.11,0.1802,0.1668,55,0.524,0.105,11.7
INFY,TCS,IT,30,Preferred,Random,Carry,RollingCheck,1,16,0.67,0.1343,0.1331,56,0.504,0.147,25.2
INFY,TCS,IT,30,Preferred,Random,Carry,SkipCheck,0,16,1.02,0.2221,0.182,47,0.517,0.068,19.4
INFY,TCS,IT,30,Preferred,Random,Carry,SkipCheck,1,16,0.93,0.1114,0.1104,49,0.559,0.104,18.6
INFY,TCS,IT,30,Preferred,Random,EOD_Flat,RollingCheck,0,16,1.27,0.2402,0.2149,77,0.601,0.073,24.6
INFY,TCS,IT,30,Preferred,Random,EOD_Flat,RollingCheck,1,16,0.84,0.0739,0.0709,68,0.567,0.132,13.4
INFY,TCS,IT,30,Preferred,Random,EOD_Flat,SkipCheck,0,16,1.25,0.2651,0.218,60,0.537,0.11,11.9
INFY,TCS,IT,30,Preferred,Random,EOD_Flat,SkipCheck,1,16,0.79,0.1529,0.1456,68,0.499,0.119,19.1
INFY,TCS,IT,60,Classical,Ranked,Carry,RollingCheck,0,16,0.97,0.1289,0.1256,35,0.478,0.17,42.5
INFY,TCS,IT,60,Classical,Ranked,Carry,RollingCheck,1,16,0.67,0.0774,0.0684,40,0.534,0.105,46.3
INFY,TCS,IT,60,Classical,Ranked,Carry,SkipCheck,0,16,1.03,0.163,0.1502,49,0.456,0.171,43.5
INFY,TCS,IT,60,Classical,Ranked,Carry,SkipCheck,1,16,0.86,0.1279,0.0927,67,0.524,0.122,48.7
INFY,TCS,IT,60,Classical,Ranked,EOD_Flat,RollingCheck,0,16,0.95,0.0829,0.0765,62,0.586,0.114,41.9
INFY,TCS,IT,60,Classical,Ranked,EOD_Flat,RollingCheck,1,16,0.65,0.091,0.0784,48,0.431,0.129,48.6
INFY,TCS,IT,60,Classical,Ranked,EOD_Flat,SkipCheck,0,16,0.93,0.1936,0.1721,72,0.449,0.072,34.8
INFY,TCS,IT,60,Classical,Ranked,EOD_Flat,SkipCheck,1,16,0.72,0.0915,0.0658,51,0.543,0.108,44.8
INFY,TCS,IT,60,Classical,Random,Carry,RollingCheck,0,16,0.65,0.0324,0.0232,71,0.499,0.128,43.1
INFY,TCS,IT,60,Classical,Random,Carry,RollingCheck,1,16,0.63,0.0195,0.0151,55,0.486,0.144,46.7
INFY,TCS,IT,60,Classical,Random,Carry,SkipCheck,0,16,0.76,0.149,0.1093,44,0.444,0.123,36.7
INFY,TCS,IT,60,Classical,Random,Carry,SkipCheck,1,16,0.28,0.084,0.0677,67,0.527,0.136,43.7
INFY,TCS,IT,60,Classical,Random,EOD_Flat,RollingCheck,0,16,0.59,0.0798,0.0644,70,0.5,0.152,34.3
INFY,TCS,IT,60,Classical,Random,EOD_Flat,RollingCheck,1,16,0.28,0.0384,0.0368,73,0.524,0.133,48.0
INFY,TCS,IT,60,Classical,Random,EOD_Flat,SkipCheck,0,16,0.86,0.0661,0.0494,45,0.527,0.089,48.7
INFY,TCS,IT,60,Classical,Random,EOD_Flat,SkipCheck,1,16,0.47,0.1083,0.0811,49,0.437,0.113,43.5
INFY,TCS,IT,60,Preferred,Ranked,Carry,RollingCheck,0,16,1.69,0.273,0.2112,57,0.52,0.098,41.5
INFY,TCS,IT,60,Preferred,Ranked,Carry,RollingCheck,1,16,1.03,0.1654,0.1434,36,0.456,0.176,46.9
INFY,TCS,IT,60,Preferred,Ranked,Carry,SkipCheck,0,16,1.41,0.306,0.2601,75,0.538,0.136,56.1
INFY,TCS,IT,60,Preferred,Ranked,Carry,SkipCheck,1,16,1.08,0.1425,0.1048,46,0.53,0.09,48.3
INFY,TCS,IT,60,Preferred,Ranked,EOD_Flat,RollingCheck,0,16,1.49,0.233,0.1774,19,0.563,0.119,41.2
INFY,TCS,IT,60,Preferred,Ranked,EOD_Flat,RollingCheck,1,16,1.18,0.1688,0.153,64,0.638,0.131,46.9
INFY,TCS,IT,60,Preferred,Ranked,EOD_Flat,SkipCheck,0,16,1.44,0.3067,0.2454,56,0.622,0.13,43.5
INFY,TCS,IT,60,Preferred,Ranked,EOD_Flat,SkipCheck,1,16,1.01,0.1887,0.1364,78,0.527,0.119,45.3
INFY,TCS,IT,60,Preferred,Random,Carry,RollingCheck,0,16,1.23,0.1426,0.1412,62,0.522,0.114,41.7
INFY,TCS,IT,60,Preferred,Random,Carry,RollingCheck,1,16,0.78,0.1624,0.1622,31,0.581,0.101,39.1
INFY,TCS,IT,60,Preferred,Random,Carry,SkipCheck,0,16,1.14,0.2345,0.1901,86,0.536,0.159,49.8
INFY,TCS,IT,60,Preferred,Random,Carry,SkipCheck,1,16,0.82,0.2033,0.1426,68,0.583,0.098,45.4
INFY,TCS,IT,60,Preferred,Random,EOD_Flat,RollingCheck,0,16,1.15,0.2337,0.2184,71,0.581,0.086,45.3
INFY,TCS,IT,60,Preferred,Random,EOD_Flat,RollingCheck,1,16,0.88,0.1558,0.1437,53,0.526,0.129,47.3
INFY,TCS,IT,60,Preferred,Random,EOD_Flat,SkipCheck,0,16,1.17,0.2293,0.2016,71,0.566,0.176,50.5
INFY,TCS,IT,60,Preferred,Random,EOD_Flat,SkipCheck,1,16,0.8,0.0915,0.0837,47,0.517,0.087,41.1
HINDUNILVR,NESTLEIND,Consumer,5,Classical,Ranked,Carry,RollingCheck,0,16,0.91,0.1278,0.1243,159,0.502,0.127,17.6
HINDUNILVR,NESTLEIND,Consumer,5,Classical,Ranked,Carry,RollingCheck,1,16,0.78,0.0974,0.0874,170,0.543,0.087,24.5
HINDUNILVR,NESTLEIND,Consumer,5,Classical,Ranked,Carry,SkipCheck,0,16,1.02,0.2166,0.1727,167,0.47,0.09,23.5
HINDUNILVR,NESTLEIND,Consumer,5,Classical,Ranked,Carry,SkipCheck,1,16,0.55,0.1465,0.1317,188,0.531,0.099,22.9
HINDUNILVR,NESTLEIND,Consumer,5,Classical,Ranked,EOD_Flat,RollingCheck,0,16,0.93,0.1338,0.1085,173,0.497,0.11,22.5
